trading_name,business_address,industry_desc,seating_type,num_seats,longitude,latitude,clue_area,seating_category,has_outdoor,census_year
The Grey Smith,"Part Unit 1, Ground 126 Wellington Parade EAST MELBOURNE VIC 3002",Cafes and Restaurants,Seats - Outdoor,6,144.98596098765,-37.816223828803246,East Melbourne,Small (< 30 seats),TRUE,2023
My Sushi Japanese Cafe,154 Wellington Parade EAST MELBOURNE VIC 3002,Cafes and Restaurants,Seats - Indoor,22,144.98483488015614,-37.81608712015,East Melbourne,Small (< 30 seats),FALSE,2023
KereKere Green,Cafe 264 Wellington Parade EAST MELBOURNE VIC 3002,Cafes and Restaurants,Seats - Indoor,40,144.9804597986,-37.81296299300449,East Melbourne,Medium (30-99 seats),FALSE,2023
Mugs Alley,291 Wellington Parade South EAST MELBOURNE VIC 3002,Cafes and Restaurants,Seats - Indoor,40,144.97594485803185,-37.816471453350005,East Melbourne,Medium (30-99 seats),FALSE,2023
Japan Inn Gourmet Sushi,"Suite 1, Ground 431 St Kilda Road MELBOURNE VIC 3004",Cafes and Restaurants,Seats - Indoor,8,144.97705513732498,-37.838528591750006,Melbourne (Remainder),Small (< 30 seats),FALSE,2023
Moody Brew Coffee Bar,"Suite 6, Ground 431 St Kilda Road MELBOURNE VIC 3004",Cafes and Restaurants,Seats - Outdoor,15,144.97705513732498,-37.838528591750006,Melbourne (Remainder),Small (< 30 seats),TRUE,2023
10 Hoff Cafe,"Shop 3, 10 Hoff Boulevard SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,30,144.96357357795,-37.82572543353542,Southbank,Medium (30-99 seats),FALSE,2023
Pawa Cafe & Bar,"Part Ground 100 St Kilda Road, SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Outdoor,20,144.9681703081,-37.82094203724495,Southbank,Small (< 30 seats),TRUE,2023
Sake Restaurant and Bar,Part 100 St Kilda Road SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Outdoor,70,144.9681703081,-37.82094203724495,Southbank,Medium (30-99 seats),TRUE,2023
Melba Restaurant,Part Podium 1 Southgate Avenue SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,220,144.96630308550658,-37.8207182429,Southbank,Large (100+ seats),FALSE,2023
Southside On St Kilda,"Unit 1, Ground 437 St Kilda Road MELBOURNE VIC 3004",Cafes and Restaurants,Seats - Outdoor,24,144.97753386542774,-37.83909801535,Melbourne (Remainder),Small (< 30 seats),TRUE,2023
Lai Cafe,"Suite 5, 85 Turner Street PORT MELBOURNE VIC 3207",Cafes and Restaurants,Seats - Outdoor,8,144.92538784375154,-37.8230279918,Port Melbourne,Small (< 30 seats),TRUE,2023
Hopscotch,"Shop 4, 4 Riverside Quay SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,60,144.96337409882022,-37.82092446995,Southbank,Medium (30-99 seats),FALSE,2023
Breslin Bar And Grill,Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Outdoor,100,144.96286670927697,-37.82103934615,Southbank,Large (100+ seats),TRUE,2023
Belgian Beer Cafe Melbourne,5 Riverside Quay SOUTHBANK VIC 3006,"Pubs, Taverns and Bars",Seats - Outdoor,60,144.9645386201,-37.82168057084684,Southbank,Medium (30-99 seats),TRUE,2023
Bistro Guillaume,"Shop 10, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Outdoor,35,144.95833415319856,-37.8231615915,Southbank,Medium (30-99 seats),TRUE,2023
Melbourne Cellar Door,Shop TG08 20 Convention Centre Place SOUTH WHARF VIC 3006,Cafes and Restaurants,Seats - Indoor,250,144.95231929429832,-37.8254299844,Southbank,Large (100+ seats),FALSE,2023
Melbourne Public,11-15 Dukes Walk SOUTH WHARF VIC 3006,"Pubs, Taverns and Bars",Seats - Indoor,350,144.95231929429832,-37.8254299844,Southbank,Large (100+ seats),FALSE,2023
The Boatbuilders Yard,23 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,Seats - Outdoor,336,144.953427152051,-37.8243151474,Southbank,Large (100+ seats),TRUE,2023
Ten BBQ & Hotpot Buffet,143 City Road SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,110,144.9632527095527,-37.8237639875,Southbank,Large (100+ seats),FALSE,2023
Wonder sushi Melbourne,"Suite 13, Ground 89-91 City Road SOUTHBANK VIC 3006",Takeaway Food Services,Seats - Outdoor,15,144.96511312745,-37.82255516005411,Southbank,Small (< 30 seats),TRUE,2023
Saporito Taquito,Ground 12 Kavanagh Street SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,50,144.96625824159997,-37.822613560951254,Southbank,Medium (30-99 seats),FALSE,2023
Bistro Gitan,52W Toorak Road SOUTH YARRA VIC 3141,Cafes and Restaurants,Seats - Outdoor,6,144.97931010694998,-37.837138285124354,South Yarra,Small (< 30 seats),TRUE,2023
Super 8,303 Grattan Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,200,144.95667136729958,-37.80018542705,Parkville,Large (100+ seats),FALSE,2023
Bocca Foods,Shop 77 Story Street PARKVILLE VIC 3052,Cafes and Restaurants,Seats - Indoor,50,144.95605768150608,-37.7974669585,Parkville,Medium (30-99 seats),FALSE,2023
Parkville Cafe / Chatime,"Tenancy B, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,Seats - Indoor,100,144.9495225654,-37.79363102715632,Parkville,Large (100+ seats),FALSE,2023
Chaipoint By Bombay Bar,"Shop 3C, Level 1 650 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,18,144.95222688975,-37.81841172740791,Docklands,Small (< 30 seats),FALSE,2023
Degani @ Southern Cross Station,Shop Ground 163 Spencer Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,45,144.95056413125002,-37.81450895670129,Docklands,Medium (30-99 seats),FALSE,2023
My Koala Restaurant And Bar,"Unit 1, 198 Harbour Esplanade DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,18,144.94493863555,-37.81399451673487,Docklands,Small (< 30 seats),FALSE,2023
Harbour Cafe,Rear Level 4 Concourse 120 Harbour Esplanade DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,64,144.94735092230562,-37.81812971735,Docklands,Medium (30-99 seats),FALSE,2023
Focaccino,Shop 5 Concourse 720 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,60,144.94910359562044,-37.81791239685,Docklands,Medium (30-99 seats),FALSE,2023
Chilli India,79 Batmans Hill Drive DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,70,144.94799200433602,-37.8193808719,Docklands,Medium (30-99 seats),FALSE,2023
Pizza Hut Docklands,57 Batmans Hill Drive DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,43,144.94799200433602,-37.8193808719,Docklands,Medium (30-99 seats),FALSE,2023
Long Shot,"Tenancy 44, Ground 727 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,55,144.95011811002945,-37.820702787550005,Docklands,Medium (30-99 seats),FALSE,2023
Squires Loft Dockland,"Shop 1, 818 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,34,144.94397088329998,-37.819266040452945,Docklands,Medium (30-99 seats),TRUE,2023
D G Expresso,63 Merchant Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,27,144.94345992296786,-37.82044557405,Docklands,Small (< 30 seats),FALSE,2023
An Di Docklands,854 Collins Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,100,144.94368187183846,-37.8209284493,Docklands,Large (100+ seats),FALSE,2023
Vintams Cafe,862 Collins Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,64,144.94368187183846,-37.8209284493,Docklands,Medium (30-99 seats),FALSE,2023
Volume Cafe,"Shop 15C, 833 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,64,144.94570130102056,-37.82206261995,Docklands,Medium (30-99 seats),FALSE,2023
Little Bean Dockside,"Tenancy 9, Ground 850 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,75,144.94454423989998,-37.82093977691186,Docklands,Medium (30-99 seats),FALSE,2023
Turf Club Hotel,1-3 Flemington Road NORTH MELBOURNE 3051,"Pubs, Taverns and Bars",Seats - Outdoor,64,144.95639469877318,-37.801283117249994,North Melbourne,Medium (30-99 seats),TRUE,2017
Four Points By Sheraton Melbourne Docklands,443 Docklands Drive DOCKLANDS VIC 3008,Accommodation,Seats - Indoor,110,144.93829256385,-37.8154572299106,Docklands,Large (100+ seats),FALSE,2023
Crush Juice Soup & Wraps,303 Rathdowne Street CARLTON 3053,Takeaway Food Services,Seats - Outdoor,6,144.96986778651367,-37.79957872219359,Carlton,Small (< 30 seats),TRUE,2002
La Dish Fine Foods,515 Abbotsford Street NORTH MELBOURNE 3051,Takeaway Food Services,Seats - Indoor,14,144.94676212668315,-37.79420437857174,North Melbourne,Small (< 30 seats),FALSE,2002
Selby's Restaurant,356 Victoria Parade EAST MELBOURNE 3002,Cafes and Restaurants,Seats - Indoor,40,144.98339850973804,-37.80944008232905,East Melbourne,Medium (30-99 seats),FALSE,2002
Golden Tower Restaurant,145 Swanston Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,28,144.96569940652594,-37.8143354584,Melbourne (CBD),Small (< 30 seats),FALSE,2015
New Kum Den,"Ground , 15-21 Heffernan Lane MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,80,144.96654318832793,-37.81169975515,Melbourne (CBD),Medium (30-99 seats),FALSE,2015
McDonald's,185-187 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,150,144.96785806410423,-37.8131485625527,Melbourne (CBD),Large (100+ seats),FALSE,2004
123 Cake,472 Victoria Street NORTH MELBOURNE 3051,Cafes and Restaurants,Seats - Indoor,22,144.95039012799998,-37.804993498900586,North Melbourne,Small (< 30 seats),FALSE,2015
Dose Espresso,"Part Ground , 155 Queen Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,9,144.96031674279442,-37.814860072806496,Melbourne (CBD),Small (< 30 seats),FALSE,2016
Cafe Salida,"Tenancy 25, Ground 0, 515-527 Little Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,20,144.95706821936787,-37.8151833657,Melbourne (CBD),Small (< 30 seats),TRUE,2012
Little Cupcakes,"Tenancy 6, Ground , 181-185 William Street MELBOURNE 3000",Takeaway Food Services,Seats - Outdoor,16,144.95761497465,-37.815255543818864,Melbourne (CBD),Small (< 30 seats),TRUE,2012
Saluministi,"Part Ground 0, 8-0 Atkin Street NORTH MELBOURNE 3051",Cafes and Restaurants,Seats - Outdoor,8,144.94863830917535,-37.803741818999995,North Melbourne,Small (< 30 seats),TRUE,2017
Discovery Cafe,"Part Ground , 167 Franklin Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,50,144.95915618785,-37.80897727672806,Melbourne (CBD),Medium (30-99 seats),FALSE,2018
Niku Niku Japanese Gourmet,"Part Ground , 338 Queen Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,41,144.9590293852,-37.810751356221786,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Cafe Cavallino,"Ground , 185-187 Lygon Street CARLTON 3053",Cafes and Restaurants,Seats - Outdoor,68,144.96645006405396,-37.80128341585,Carlton,Medium (30-99 seats),TRUE,2019
Red Capsicum,"Ground , 259 Queensberry Street CARLTON 3053",Cafes and Restaurants,Seats - Outdoor,12,144.96003806745,-37.80441809617362,Carlton,Small (< 30 seats),TRUE,2019
Sensory Lab,278-286 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,29,144.96489636425,-37.814402875033544,Melbourne (CBD),Small (< 30 seats),FALSE,2021
Tsujiri,Ground 146 Swanston Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Outdoor,12,144.96620165918984,-37.81417663385,Melbourne (CBD),Small (< 30 seats),TRUE,2021
Rosa's Canteen,"Shop 8, 500 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,60,144.9587722405,-37.81494328910046,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Bullrun on Bourke,Ground 492 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,119,144.9591968773,-37.81499855800979,Melbourne (CBD),Large (100+ seats),FALSE,2021
Lost Angel Bar & Restaurant,285 Spring Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,40,144.97102355254998,-37.80816685128649,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Tea Bag,Ground 421 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,8,144.96046945115992,-37.809080841500005,Melbourne (CBD),Small (< 30 seats),FALSE,2021
Original Tea,599 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,18,144.95811671533227,-37.804350357649994,North Melbourne,Small (< 30 seats),FALSE,2021
Akita Japanese Restaurant,34 Courtney Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,60,144.9544610609326,-37.8020417316,North Melbourne,Medium (30-99 seats),FALSE,2021
Roller Door Cafe,11-13 Stawell Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,24,144.94212379256032,-37.805919934550005,West Melbourne (Residential),Small (< 30 seats),FALSE,2021
Royal Mail Hotel On Spencer,Royal Mail Hotel 515-523 Spencer Street WEST MELBOURNE VIC 3003,"Pubs, Taverns and Bars",Seats - Outdoor,15,144.94827728884178,-37.8084476696,West Melbourne (Residential),Small (< 30 seats),TRUE,2021
Yarra Dragon,"Shop 5, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,20,144.9537825432986,-37.8225810113,Docklands,Small (< 30 seats),FALSE,2022
Degani Bakery Cafe,"Shop 1, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,26,144.9537825432986,-37.8225810113,Docklands,Small (< 30 seats),TRUE,2022
Baraonda,"Shop 8, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Takeaway Food Services,Seats - Outdoor,10,144.9537825432986,-37.8225810113,Docklands,Small (< 30 seats),TRUE,2022
Lavezzi Gelateria,334 Lygon Street CARLTON VIC 3053,Takeaway Food Services,Seats - Outdoor,16,144.96749289978698,-37.7991637631,Carlton,Small (< 30 seats),TRUE,2022
Two Snakes,63 Elgin Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,20,144.97241858995,-37.79789755947331,Carlton,Small (< 30 seats),FALSE,2022
Beatrix Cafe,688 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,12,144.94446335575,-37.80227447697503,North Melbourne,Small (< 30 seats),FALSE,2022
Faces & Places,6 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,14,144.949550779689,-37.804973780599994,North Melbourne,Small (< 30 seats),FALSE,2022
Testing Ground,1-23 City Road SOUTHBANK VIC 3006,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.96752308838842,-37.8213758077,Southbank,Medium (30-99 seats),TRUE,2022
Off With The Ferries,Part 131-141 Harbour Esplanade DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,20,144.94529483205,-37.81711585817223,Docklands,Small (< 30 seats),FALSE,2022
Don't Tell Charles Coffee & Desserts,"Unit 1, Level 1 70 Speakmen Street KENSINGTON VIC 3031",Cafes and Restaurants,Seats - Outdoor,12,144.91628943923553,-37.79380560415,Kensington,Small (< 30 seats),TRUE,2020
Ground Up,Ground 457 St Kilda Road MELBOURNE VIC 3004,Cafes and Restaurants,Seats - Indoor,40,144.97801148539878,-37.840406991150005,Melbourne (Remainder),Medium (30-99 seats),FALSE,2020
Designed For Livin,"Unit E2, 350 Ingles Street PORT MELBOURNE VIC 3207",Other Personal Services n.e.c.,Seats - Outdoor,4,144.93618862784442,-37.82372748045,Port Melbourne,Small (< 30 seats),TRUE,2020
Hero at ACMI,"Tenancy 8, Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,110,144.96994164279243,-37.817777826050005,Melbourne (CBD),Large (100+ seats),FALSE,2023
Best Western Melbourne City,16 Spencer Street MELBOURNE VIC 3000,Accommodation,Seats - Indoor,40,144.9552446782476,-37.8205093018,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Subway,"Unit 3, Ground 1 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,12,144.96460797480603,-37.8180566348,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Kenny's Bakery Cafe,"Shop 3, Ground 34 Queen Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Outdoor,8,144.9624374712571,-37.81798972045,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Flywheel Artisan Goods,"Shop 11, 278 Flinders Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,15,144.96508581705,-37.817659955044626,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Dukes Coffee Roasters,Part Ground 247-251 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,18,144.96617045944998,-37.81699232371015,Melbourne (CBD),Small (< 30 seats),FALSE,2023
The Journal Canteen,Part Ground & Mezzanine 253-265 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.9659026789,-37.817063086367355,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Kisume,"Basement, Ground & Level 1 175-177 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,150,144.96867612705,-37.81618262585636,Melbourne (CBD),Large (100+ seats),FALSE,2023
Chapter House Coffee,Rear Shop 199 Flinders Lane MELBOURNE VIC 3000,Takeaway Food Services,Seats - Outdoor,19,144.9676794598,-37.81678852497156,Melbourne (CBD),Small (< 30 seats),TRUE,2023
The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,100,144.9717264012,-37.815461267220016,Melbourne (CBD),Large (100+ seats),FALSE,2023
Meatball & Wine Bar,Ground 135 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,36,144.97015887790002,-37.81573933184235,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Palm Sugar Thai Cafe,Part Ground 595 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,8,144.9552088785,-37.81937263384454,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Poked,"Tenancy 8A-8B, 567 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,16,144.95572468102446,-37.8190200855,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Strozzi Restaurant,Part Ground 333 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,82,144.9632685535,-37.817049064147554,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
O-Bento,"Tenancy 8, 1 Fulham Place MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,8,144.96279108305,-37.81729659038814,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Robot Sushi & Bar,12 Bligh Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,12,144.9639140199169,-37.81718534175,Melbourne (CBD),Small (< 30 seats),TRUE,2023
3 LT Monkeys,4 Centre Place MELBOURNE VIC 3000,Takeaway Food Services,Seats - Outdoor,4,144.96559654045,-37.81660289619204,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Binary 101,Kiosk Lobby 101 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,20,144.97077293405562,-37.81489297565,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Sushi Land,"Shop 5F, 84 Flinders Lane MELBOURNE VIC 3000",Takeaway Food Services,Seats - Outdoor,10,144.97077293405562,-37.81489297565,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Collins Kitchen,Part UprGround 121-131 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,360,144.96980796645528,-37.81511565165,Melbourne (CBD),Large (100+ seats),FALSE,2023
Come Back To Earth Coffee Brewers,"Unit 29A, Ground 601 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Outdoor,12,144.95490436805,-37.81802842820203,Melbourne (CBD),Small (< 30 seats),TRUE,2023
AT THE GEORGE,"Shop 5, Ground 470 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,10,144.95833374129745,-37.81753764475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Cub Private Business Club,Level 5-6 95 Queen Street MELBOURNE VIC 3000,Clubs (Hospitality),Seats - Indoor,80,144.96097442470295,-37.8163780027,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
The Australian Club Inc,98-110 William Street MELBOURNE VIC 3000,Other Interest Group Services n.e.c.,Seats - Indoor,202,144.95912288463865,-37.816746354550006,Melbourne (CBD),Large (100+ seats),FALSE,2023
Kim Sing Restaurant,"Shop 6A, 115 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,32,144.965780600956,-37.8150701808,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Spin Coffee,Part Ground 607 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,25,144.9555530645,-37.81677339254925,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Zuppa,510 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,12,144.95781378501067,-37.81636534845,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Kardo Cafe,"Shop 7, 540 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,6,144.9567679862,-37.81696667597237,Melbourne (CBD),Small (< 30 seats),FALSE,2023
