trading_name,business_address,industry_desc,seating_type,num_seats,longitude,latitude,clue_area,seating_category,has_outdoor,census_year
Sushi & Nori,"Tenancy 42B, LwrGround 18 Batmans Hill Drive DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,24,144.94982202293397,-37.8213126871,Docklands,Small (< 30 seats),FALSE,2023
Port Diner,"Lot 163, 410 Footscray Road WEST MELBOURNE VIC 3003",Takeaway Food Services,Seats - Indoor,22,144.93426676032362,-37.8089538945,West Melbourne (Industrial),Small (< 30 seats),FALSE,2021
Man Mo @ Wtc,"Shop 13-15, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,110,144.9537825432986,-37.8225810113,Docklands,Large (100+ seats),FALSE,2022
Happy Meals Melbourne Pty Ltd,Part Ground 78 Howard Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,70,144.95449684412654,-37.803048048700006,North Melbourne,Medium (30-99 seats),FALSE,2022
Parcs MVT,198-202 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,25,144.96715296055,-37.813901255761195,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Cafe Blu On Boundary,185 Boundary Road NORTH MELBOURNE 3051,Cafes and Restaurants,Seats - Indoor,37,144.93937343271296,-37.78886960165,North Melbourne,Medium (30-99 seats),FALSE,2012
Kenny's Bakery Cafe,18 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Seats - Indoor,6,144.9634508336467,-37.81582214165,Melbourne (CBD),Small (< 30 seats),FALSE,2019
Ling Nam Chinese Restaurant,204 Little Bourke Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,90,144.96654122755,-37.81199314026773,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Cafe Sehion,298 Flinders Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,5,144.9643548475,-37.81807241987738,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Seedling Cafe,275 Flinders Lane MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,8,144.96547612714323,-37.81710292815,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Metro Burgers,12 Degraves Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,24,144.9659971438,-37.81751937795824,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Subway,"Shop 3, Ground 37 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,33,144.96670433318764,-37.81674246265,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Mamasita,Level 1 11 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,72,144.9734612415,-37.813768622916825,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
The Atrium on 35,Part Level 35 35 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,150,144.97262557265284,-37.81430518125,Melbourne (CBD),Large (100+ seats),FALSE,2023
Kenzan Japanese Restaurant,"Shop 54-55, 45 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,100,144.97262557265284,-37.81430518125,Melbourne (CBD),Large (100+ seats),FALSE,2023
Mork Chocolate,20 Equitable Place MELBOURNE VIC 3000,Takeaway Food Services,Seats - Outdoor,6,144.96353689379174,-37.81573295135,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Rolld Southern Cross Lane,"Shop W4, 5 Southern Cross Lane MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,25,144.97010937553796,-37.81281419155,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Black Velvet Espresso,Part Ground 136 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,14,144.97110725798018,-37.8124024255,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Cherry Bar,68-70 Little Collins Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,60,144.97133106425002,-37.81284125301718,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Soi 38,Shop 34 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,80,144.97196176914562,-37.81237405065,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Woodo,179 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,120,144.95520522071394,-37.815965546049995,Melbourne (CBD),Large (100+ seats),FALSE,2023
Ssam Korean Bbq,189-191 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,110,144.95508140553954,-37.8156958826,Melbourne (CBD),Large (100+ seats),FALSE,2023
Namoo,Ground 163 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,80,144.96022419863118,-37.81467981030001,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
